,review,label
596,张译 演技绝了,2
597,#电影院#早知道一个简单的炸桥修桥拍了四遍，就不带全家来看了。。。喜欢看大场面的老爸提前退场，没看到最后震撼人心的人肉桥场面，替他可惜。最后，希望没诚意的拼盘电影通通滚出中国！,0
598,这个戏最大的症结所在，就像戴锦华老师评论八佰一样，在这个历史语境之下的文化创作者们被历史地切断了。在文艺虚构之中与历史迎面相撞，粉身碎骨的一定不是历史。,1
599,一星都不想给，一部电影一件事情放三遍，看第二遍的时候就已经疲倦了，重复的画面不停的放。不过还是致敬英雄吧，希望祖国越来越强大。,0
600,比八佰好，情感到位了，就这就值得4颗星了。,2
601,没看之前有看到一些差评，心里有些忐忑，看完以后只想说都去给我看！张译演技真的太好了，他真的戳中了我的泪点,2
602,这剧情真的对不起志愿军烈士。,0
603,历史虚无主义🤮,0
604,电影都拍不过电视剧，也是可以的。。。,0
605,老关，咱们打中了！,2
606,不懂美军视角的意义是什么 作为电影注水严重,1
607,6.5分，普普通通，没啥新意……而且非线性叙事的视角选择，同质化严重,1
608,为正在逼近的战争做好群众准备罢了。如果真的不幸有这么一天，那么到时谁是炮灰，谁是“叛徒”，谁是左右为难的舔狗，谁是趁火打劫的奸商，谁是被流放的游子，从这个电影的舆论场就开始初现端倪了。,0
609,别人叫交叉叙事，你这叫往复叙事。就半小时电视专题片的容量，剩下一个半小时车轱辘就在那来回碾啊碾。不想着往前走，就琢磨怎么把车辙往深了磨，然后就碾出个坑来陷进去了。,0
610,跟《八佰》比差了段距离。结构上借鉴《敦刻尔克》《刺杀据点》无可厚非，主要是内容干瘪，形式就成了撑时长。群戏依旧差，特效依旧国产渣水平，格局非常小，小到成了个人化的仇恨对抗。前三段一塌糊涂，全靠张译演技撑，第三段高潮不是悲壮，而是被仇恨吞噬的疯狂。最后一段才有点质感和电影美学。整体松散无力，比较拉垮。,1
611,77天赶工完成的作品，很多人用“工业奇迹”四个字来评价，我觉得还有另外四个字更贴切——政治任务（Political Rush Job）。,0
612,所以你们看惯了高潮迭起的节奏飞快的战争大片，就欣赏不了细致入微讲解一场战斗的片子了吗？每一个角度都很有意义。每一位人物我都记住了。设身处地在当时当刻，你也会绽放人性的光辉。这是我一个野战运动爱好者的亲身体会。哪怕是模拟的战争，小儿科的战斗。只要自己身为一名有目标的战士，都会忘记那些劳累和恐惧。只有战胜的信念。支撑下去，直到结束！,2
613,故事很简单，三个角度。后期有点强行煽情。过河的方式很多种，就非得用桥吗？钢索、爬绳等等，行不行？,0
614,看完预告、短评、各路口碑，果断2分！为啥，因为电影票太贵，又没人管，一个小县城票价40块钱！算了，看 短评好了！,0
615,太拖沓了,0
616,电影里只有血性，但没人性。只有勇气没有智慧，眼里只有胜利但是无正义，宣传只有英雄思想心里没人民，宣传要有荣誉牺牲精神但是没民族正气。,0
617,管虎老师身体力行的告诉我们，啥叫重要的事情说三遍。,0
618,中国拍战争片依然是敌我状态，到底战争片里要反映的什么看来很多人自知却拍不出来。,0
619,不知道说什么，以前这种电影我是不信的，可经历过疫情忽然发现我们中国人是真的有一股劲儿的，所以感触很深，美军那段要么就好好拍，要么就掐了，不然大可不必,2
620,三颗星，一颗给张译，两颗给最可爱的人。希望导演能去了解了解金刚川到底是怎么作战的，掩护大部队却连简易工事都🈚，站在平地当靶子，志愿军不是以人海战术取胜，而是精神信仰和战术。,1
621,一张票钱看了三遍 挺值,0
622,一个故事，三种视角。这种电影想拍得好很难，需要多种视角的内容都很充实且足够有新鲜性才能把整部作品支撑起来，显然金刚川没有做到。重复内容过多，从第二章开始就对接下来的内容少了很多期待，只是一些细节部分的补充。有些剧情还很像抗日神剧，有点过。作为一个演员，张译撑起了这部戏，没有他这部片子可能会更差。,0
623,完成度真的低。静静地流水叫湍急，敞篷飞机戴牛仔帽，就很扯。这是个值得尊重的题材，应该有更真实更有力量的表达。,1
624,"大松了一口气，没有夹带私货，没有历史虚无主义，没有太强调所谓“反战”的现代化，就是一部好好展现英雄气概的主旋律电影。
问题当然也有不少，比如粗糙、部分拖沓和注水等等，但这些仓促制作上的毛病可以接受，这样的片子只要主题思想抓住了便行。
最后，希望未来有更多更好的抗美援朝题材的影视作品面世，新中国的“立国之战”怎么纪念都不过分，请铭记那些最可爱的人。",2
625,多视角，多线进行，感觉有点杂乱，但是张译的演技真的是吹爆，美军在视角也很客观。,2
626,第四章开启的大型歌舞表演直接拉了大胯……,1
627,你管这玩意叫电影？,0
628,虽然现实是反反复复修了七次，但电影如果这样拍的话，则显得剧情重复拖沓。让人很难看下去。,0
629,遠看很好，近看很草。電影的成為閃光點從純粹的軍隊兄弟情出發，那就證明它已經失敗了，「神聖驅力」和神聖暴力確實不是一回事,1
630,就这么说吧，如果八佰是十分，金刚川就是一分，就美国佬那部分还行,1
631,中国人，总是被他们之中最勇敢的人保护的很好,2
632,"看完金刚川我明白了四个道理。
1:钟馗延迟爆炸伤害是很高的！
2:只要做好视野，C位就能稳定安全输出。
3:百里守约拖节奏，四大皆空，禁了。
4:后期经济再高，阵容再强也敌不过120分钟后的超级兵。
",1
633,"有条件要上，没有条件创造条件也要上，能在2个月拍成这样的主旋律战争片已经很不错了，还要什么自行车。
第一视角中规中矩，但是内容太满了。
第二视角美军视角拍的太扯了，也可能是有意为之，为了暗示美帝都是纸老虎。
第三视角张译是全片的灵魂所在，完全揭示了管虎导演的意图：张飞救赵云，金刚川救八佰，感人。",1
634,再这么拍下去迟早完蛋,0
635,美帝一个人一架飞机就对抗我们整支渡江部队，说明了国力的重要性！,2
636,张译真的演技太好了 整部电影的高光时刻 虽然最后猜到了是人墙，但是看到那个场面的时候还是泪目了，特别是水下的士兵不知道是怎么撑下去的…真的一次又一次地感叹我们民族的韧性真的太强了，虽然我们没有固定的信仰，但是我们却能干成不可能干成的事情。扣一星给导演的拍摄手法，剧情有点拖沓，为啥不能一口气拍完呢,2
637,之前全网吹，看了失望,0
638,“用我们的血肉筑起我们新的长城”原来是这个意思啊😭,2
639,"张译我真的瑞思拜！！！！
以及好想知道这片玉米地收成如何哦……",2
640,1. 两个月的拍摄时间，作为战争片在完成度上来讲相当可以了，管虎这种三视角同一时间展开的办法不得不说太聪明。2. 美国飞行员的视角，大量特效镜头+阿鲲作曲可以确信是出自郭帆手笔，《高炮班》《士兵》两段不太确定。倒是管虎《八佰》里的惯用技法和老毛病还是能体会到的。3. 张译短时间内又完成了一次高难度表演。4. 观影过程中目捕捉的各种细节，比如待完善的特效，重复发生的镜头和台词，拧巴的节奏，头尾过长的介绍，还是得感叹电影这东西还是得需要时间打磨才行。最后，个人喜好程度《高炮班》>《对手》>《士兵》。,1
641,片尾花絮放完，上纯字幕时，全场没人起身走。,2
642,这是我看过的第一部全场不是为了彩蛋坐到片尾曲的～～,2
643,多好的题材啊生生被剪电影的剪废了，重复得变成西游记后传了，我还没用力你就倒下了。到最后貌似还是个僵尸片？,0
644,那句「我知道你们中国人不信神，但你们创造了实实在在的神迹」透露出了《金刚川》试图比肩《血战钢锯岭》的野心。然而要企及钢锯岭，靠的不是愈发赤裸的血腥镜头和宏大场面，而是纯粹决绝的意志。道斯的意志自始至终是鲜明统一的：救人，不惜一切代价救人；历史上志愿军的意志自始至终也是鲜明统一的：求胜，不惜一切代价求胜。然而122分钟下来，我只看到一群心智似乎还没成年的二愣子在和战友斗气、和敌人斗气，根本没有明了「牺牲」的意义，似乎胜利就是先烈靠源源人海以命换命夺来的。如今的市场趋势下，没几个国人会在情感上反感爱国主义消费了，但你不能自己做了弱智宣传还想得到观众硬捧。前段时间翻朝战文献翻到潸然泪下，在电影院里我却昏昏欲睡。管虎的问题不是屁股歪，而是既没脑子还觉得观众没常识。,0
645,电影拍的很烂，2颗星是给抗美援朝的英雄的！,0
646,冗长，而且始终无法这种以一人意志，送百万人性命的战争无法共鸣,0
647,一星给题材 一星给片尾接英雄遗骨回家,0
648,从电影院出来，听大家你一句我一句的谈论着。没有丝毫崇敬之意！！！昔日先烈埋忠骨，血如赤汤，今日小儿唱后庭，骨已凉。向英雄致敬！！！,2
649,都是优秀的幕后班底，成片有很多遗憾，可也不能怪他们啊。第三段佳，张译是最大看点，郭帆的导演能力还是让人担心。片尾的志愿军英雄雕像环绕镜头，直接搬自复联2...,1
650,咋呼的结构以为敦刻尔克呢，煽啊燃啊的往勇闯夺命岛奔去（我最被催泪的战争动作片），结果不就是展示化妆特写的金刚狼。,1
651,“室内剧”？越到后来越煽情过头，多少炮灰，还是血肉长城那一套？人命不是最珍贵的？重于泰山还是轻于鸿毛？,0
652,这导演挺会恶心人的,0
653,"张译是个好演员，有一个镜头:掩埋老关的时候铲土用力但落土很轻。严格来说，美国兵的视角大可不必，反而应该加重工兵连的戏份，毕竟要过的是那座桥。
“一条大河波浪宽风吹稻花香两岸” 曲子一响起还是忍不住。",2
654,"两个月前看《八佰》有一种运动电影的感觉，两个月后看《金刚川》又觉得像是集锦电影。从这两部电影里我们看出许多高度的相似性，其一是战争的情节母题、白马的物品母题、五虎将的名称母题，其二是管虎善于攫取一种类型的模式，将它移植到另一种影片中去。
可能是资金和工期的限制，导致创作团队有许多放不开。譬如镜头重叠、情节匮乏、特效粗陋等。但这些有经验的导演又巧妙地取长补短，直接将拍摄中的不利因素作为影片所要展现的重点。既省了钱，同时又能自洽。
有一定的创意和想法，但评分应该不会高。像张艺谋的《归来》，诺兰的《敦刻尔克》，喜欢的感动到不行，不喜欢的就觉得无聊的要死。不过这部电影本身的艺术性并没有特别突出，加上娱乐性的欠缺，七分左右算是比较合理的了。",2
655,多线叙事本来很期待的，但是几条线的内容基本一致，毫无悬念且剧情一点都没推进，看两遍也就算了，还继续来几遍是真的有点疲劳了，除了演员的演技和片花烈士遗体回国很感动外，这剧毫无吸引力。,1
656,全片具有一种壮烈美，油画质感的调色增加了厚重感，高炮兵和轰炸机的交火紧迫感和冲击力兼具，阿鲲这次也交出了不逊于汉斯·季默的配乐。张译一个人调动了整部电影的情绪，基本提前锁定影帝。不过看得出借鉴《敦刻尔克》的痕迹，但剪辑还是太糙了，三个导演共用了素材，导致重复镜头略多，看起来有些单一。,1
657,看的时候一直在提醒自己：这是夸张的手法，这是艺术形式…整部电影最感动的时候是电影结束后的新闻，欢迎回家。,1
658,就看主演张译，就知道这电影必须得看！张译演技太牛逼了！志愿军战士，最可爱的人，永垂不朽！从四个角度拍四遍，这个设计很棒的，之前出现的一些细节，可能在别人眼里就是一个普通的事件，对那个人来说就是一辈子一生了,2
659,"金刚川
很一般
说情节
太简单
造气氛
不够专
拱情绪
不到点
讲故事
有点乱
大背景
小心眼
满期待
feel减半 ",2
660,像片头那个稻草人一样，又假又空，自我感动，开心麻花意外的还行,0
661,沈腾马丽>邓超闫妮>宁浩葛优>陈思诚黄渤>徐峥,2
662,中国当今喜剧顶流的一次集中展示，更难得的是5个单元故事不相上下，没有一个拖后腿，而又各有侧重，选择放弃给它们排名。《北京好人》里葛优延续了“张北京”的角色设置，与素人大爷的“假双簧”令人捧腹；《天上掉下个UFO》是唐探2.9版，喜剧嫁接土味科幻悬疑类型，被黄渤的贵州话洗脑；《最后一课》范伟的动情演绎很难不动容；《回乡之路》的男主太符合邓超的表演了，但笑过以后又能被打动；《神笔马亮》沈马CP再合作，笑点杀伤力极高，一个善意的谎言制造出了一个完成度最好的小故事…国庆档观赏性较高的一部，没有期待竟超出预期。,2
663,太难看了。虽然我不喜欢开心麻花，但是确实只有最后一个符合合家欢喜剧的节奏，跟春晚小品实景化似的。前面四个节奏稀碎，宁浩那个题材ok就没敢往深拍，另外三个就是三坨屎。,0
664,为什么这些导演觉得旅游村、度假村可以代表中国农村呢？,1
665,五个故事各自都呈现出了丰富的人文色彩，而且与五组导演之前的作品都形成了有趣的互文与关联。开篇的《北京好人》一如既往地稳，延续了宁浩喜剧一贯的高品质和人情味；《天上掉下个UFO》处处都是彩蛋，这种土味科幻很有可能成为新的风潮；《最后一课》范伟太强大，再次展现教科书级演技；《回乡之路》拍出了大西北的风沙粗粝感，结尾出现真实的治沙英雄照片非常感动，真的很好哭；当然印象最深刻，也最值得表扬的是压轴的闫非、彭大魔《神笔马亮》，可以说给“西虹市”宇宙又增添了一抹亮色。喜剧其实不好拍，一直拍喜剧格外难，这一点闫非彭大魔还是蛮有坚持的，这次立足于新农村变化这个高点，拍出了很难得的地气，看得出导演们都在用自己的方式述说着小人物的故事。所以主旋律也是可以拍得格外好看的，是一部有笑有泪，阖家欢的电影,2
666,徐峥的才华确实被低估了。“乡村教师”这个题材的电影展现出他某个程度的细腻——他很擅长从一个小的切角去展开一个宏大叙题，这样的融合不会过于煽情，却分外让人感动。,2
667,“最后一课”节奏很棒，范伟演技惊人，把我的泪点掐住了。“神笔马亮”最惊艳，笑点很高级，从笑到泪的情绪转换自然恰当，看得很舒服，麻花做喜剧还是厉害，超越了以前的自己。,2
668,喜剧就是把过时的春晚小品搬进电影院吗,0
669,也就徐峥的《最后一课》能看吧,1
670,全明星阵容，小品式的剧情，每段还配首歌，惠农政策和农村新貌展示一遍，加俩主持人串场就是春晚了。,1
671,真的一点都不好看。。。。。。。。。。,0
672,毒辣一点说，在群星献礼的电影里，对于演技最大的考验就是，看谁更能脱离本人、而更贴近角色地存在。不像搞笑艺人的闫妮、不擅长忽悠的葛优，还有差点没有认出来的王源，都是莫大的惊喜。说实话，王源出场后很久我才依稀能辨认出来，不再是昔日的偶像艺人或者综艺明星，他把自己打扮得土里土气，演出角色本身的色彩，远比穿着光鲜亮丽戏服的刻板表演更让我感动，也更像是一个合格的演员。,2
673,最后一课＞神笔马亮＞北京好人＞回乡之路=UFO，表演方面能看看范伟老师和韩昊霖，求求别折腾葛优老师了，心疼。PS，陈思诚、徐峥、邓超都拍了老婆，真的就…各有各的境界吧。,1
674,《北京好人》简直梦回我和我的祖国里的《北京你好》，葛优要给我笑吐了，陈思诚的《天上掉下个 UFO》实在没想到会是这么个走向，都有手工耿那味儿了。。。里面的方言都还蛮好的，不出戏，王源的陕西话不得不说真的学的很像啊。总体来说还是值回票价，细节看得出是蛮用心的，全明星联盟诚不我欺！,2
675,金马影帝范老师演技赛高，冒雨拿颜料盒摔倒的画面太好哭了，哪怕岁月蹉跎、白发苍苍，他还是惦记着没有上完的最后一课，这才是中国好老师。,2
676,现在咱们来换个思路想想，假如把这几个故事搬到春晚舞台上会是什么效果？是不是一点违和感都没有？因为它本质上就是五个小品段子，主旋律的命题清晰，跟小品演员比拍小品，自然是开心麻花在笑果上胜出，因为人家这么多年从来就没拍过电影。宁浩是最稳的导演，这个故事像“祖国”的续集，一如既往的松弛。片子还有一个亮点，范伟是最亮的那个老表演艺术家。看完这部电影深切体会到电影是意识形态的宣传工具，当它带着强烈的目的性和煽动性而来的时候，一旦遇到会拍的人，价值观输出效果是非常强大的，可以轻易控制观众的情感。也正因如此，电影的日常也成了审查的日常，这件武器太强大了。,0
677,吹爆《北京好人》，观影感觉就是上一秒还让你笑得前仰后合，后一秒就让你哭出来，农村医保问题太扎心了。《天上掉下个UFO》看起来很荒诞，但是背后的农村交通问题又让人没法不深思，拍的还挺巧妙的，挺有陈思诚的个人风格。邓超的《回乡之路》太有陕北的味道了，从演员的方言口音到服装搭配，尤其是王源的黑框眼镜+黝黑晒伤妆，看起来太接地气了。最好哭的还得说是《最后一课》，看完了久久不能忘怀，最后一幕老范和学生说了简单的几句话，却让我哭疯了,2
678,邓超墨镜一戴，手包一挎，张口就来两千万的生意，“土”和“豪”那种冲突感拿捏得绝了！而且真的是喜剧效果满满，土味欢乐回乡之路，浓浓的陕北乡情呼之欲出！,2
679,最后一课赚我眼泪,2
680,农村医保+三个半美丽乡村+半个电商扶贫。眼界终究宁浩高一点，可春晚小品吧，还是麻花会拍。,0
681,毫无疑问，是烂片。,0
682,作为一名曾经遇到过好老师的人，最后一课哭到不行。脑海里都是那个曾经在我最迷茫的时候点醒我的老师的身影。想说老师的一个小小的鼓励，能够成为学生心里的种子，而这粒种子终将长成大树，影响人一生。,2
683,春晚大杂烩，情绪轰到那儿了，你不哭都不行。别管真与假，眼泪是真的。咔咔哭完，出来一想，为什么哭了？自己也想不明白。,1
684,当陈思诚和徐峥的长镜头放在一起，高下立见。最喜欢《最后一课》！有人说回不去的是家乡，但是家的意义你看见了吗？,2
685,《北京好人》讲借医保给表舅治病的故事，不管是反转还是节奏都很招人喜欢，葛大爷和表舅的表演都增色不少。《回家之路》把视角放在西北地区，不管是造型还是口音还原度都不错，还有王源之前为了晒出西北黝黑的肤色，还把自己晒伤了。《最后一课》、《神笔马亮》融合了很多元素，支教、扶贫、带货，故事涵盖的范围很广，也让家乡这个议题更深刻了，不再是单纯的思念家乡，也算是突破了这层命题的限制。,2
686,尴尬到死……我竟然起了一大早跑来看这个！？,0
687,荧幕上的鸡飞狗跳从来都不是我的家乡,0
688,"蛮好看的😘✌️
开场从“一条大河波浪宽”的旋律开始，在讲完五个风格各异的小故事后，又在歌声里结束。《北京好人》和《天上掉下个UFO》负责搞笑，黄渤和葛优演响了不少包袱；
《最后一课》和《回乡之路》负责温情，不忽悠的范伟让人心酸，修行过演技的王源不顾形象倒多了几分认真；
最后开心麻花的《神笔马亮》，再来一个笑中带泪，沈腾和马丽不愧是多年的老搭档了🙊
要是分类应该算作是合家欢电影，水准对得起观众的预期，国庆档上映是个明智的选择！！！真不错真不错！",2
689,包装春晚，开箱村晚；除压轴的开心麻花单元外几乎都趋于尬笑还非要硬拔高的小品范儿。国庆档真正的新片即便都由聪明人操刀，可外表再精致都没能藏住玩命赶工的窘态，这样的复工速度绝非良性电影市场该追求的样态。,1
690,我最喜欢的还是徐峥那个故事。前半段可能略显无聊，令人摸不着头脑，但整部下来就像多米诺骨牌一样，一点点逐渐引爆，到最后，轰地一声，好多人都哭了。,2
691,整齐划一味同嚼蜡的春晚小品集锦，还不如上一部。上一部至少还有大时代大事件下的小人物，这部就只有为了歌颂伟大英明而创造的工具人和虚假情景，再加点段子和廉价煽情，这不就是春晚小品嘛。宁浩那个稍微好点也是因为直到最后才揭示主题，其它四个全是农村改造的奇观宣传片。,0
692,前三个故事不错，邓超+俞白眉真的是不出意外的垮+尬。,1
693,个人比较喜欢《天上掉下个UFO》，能看得出《唐人街探案》的影子，刘昊然和王宝强一出现就有那味儿了，再加上黄渤一句贵州方言版的“UFO”，被洗脑到看完了之后还在脑子里不停地回响…邓超的《回乡之路》算是超出了我的预期，不管是从色调、节奏还是服装设计上，还原度都比较高，王源的陕北话学得有模有样，不让人出戏实属难得。我和我的家乡整体基调还是搞笑为主，不时会有一些很戳心的小细节让人流泪，在中秋的时候上映，让人真的很想买张机票回家看看家乡啊,2
694,「北京好人」：最讽刺，最荒诞。「天上掉下个UFO」：最热闹，气质上的“载歌载舞”。「最后一课」：最催泪，最聪明，徐峥的短片总会让人觉得他又行了。「回乡之路」：最平庸，不过在超白二人组履历里算矬子将军了，仍然透着“那么普通却那么自信”的既视感。「神笔马亮」：最好笑，虽然绝大部分包袱还在语言上，笑点还在表演上，但就是能让人笑出声。,2
695,《回乡之路》反转的同时还做到了感动，邓超演技还是没得说的，一本正经说为家乡带来爱直接笑喷。而且这个故事是致敬治沙英雄的，意义非凡，结尾看到那些真实的英雄们很触动，真的要谢谢这些英雄们。,2
696,如果说去年的我与国还有那么一点用心，今年的我与乡真的尬死我了，真的求求现在的导演不要一拍电影就拍喜剧，那些烂梗真的不好笑，让人尴尬起反作用。徐峥部分还不错，邓超那部分其实也挺好，开心麻花有点小浪漫，宁浩和陈思诚，真的尬，还放在第一第二部分，差点就想离场。,1
697,沈腾马丽的《神笔马亮》牛逼，单凭一己之力让我把片子给多一星。其他单元真的十分so so。,1
698,电影是惊喜，喜欢邓超的回乡之路，范伟的最后一课，整体比去年的祖国好，轻松又不乏感动，感动后又会带来思考，你从哪里来，又要到哪里去,2
699, 贾玲+岳云鹏，马丽+沈腾，彭昱畅撞脸黄渤，王源不唱歌说起了陕北方言，患有阿尔兹海默症的范伟老师，这群演员让我太惊喜了。而且不知道有没有人发现，大排档那场戏，葛大爷身后的喝酒青年是导演路阳，就是拍绣春刀的那位，这恐怕就是全明星阵容的彩蛋吧哈哈哈！,2
700,刚从电影院出来，看的时候一会儿哭一会儿笑的，最喜欢沈腾和马丽这个故事啦，沈马组合诚不欺我，故事很完整很精彩。范伟老师的演技真的没话说，这部分哭的最厉害了，感觉最后一课里其实有很多多于的演员是来硬凑阵容的，没必要，但是故事还是不错，很感人。二字弟弟这次这个角色颠覆也太大了，表现得也非常不错，陕西话讲的杠杠的，肯为角色改变付出真的很棒！还有韩昊霖弟弟真的不错，小小年纪演技非常出色，未来可期！总的来说这部电影是好看的，非常值得一看！,2
701,说一个观感吧，抖音里时不时会推那种在乡村的视频主，去展现脱贫之类乡镇的奇观。这片子同理，也能看出一群在城市生活的导演，真的很难懂这种“脱贫”。个人喜欢：麻花、宁浩、陈思诚、徐峥、邓超（csc那段满脑子里贵州的水司楼,0
702,神笔马亮最佳！！没话说！！我的沈马组合，圆满了！,1
703,《最后一课》太好哭了吧！范伟老师演技真的超神了，把一个中年人和一个阿兹海默患者演的淋漓尽致。,2
704,怎么能这么无聊……除掉最后一课还能看点其他都是什么,1
705,个人最心水的还是宁浩那部《北京好人》，延续了去年的《北京你好》，宁浩再次让去年的热心“好人”张北京成功“复活”，葛优依然是嘴硬心软的胡同大爷，用一本正经胡说八道的风格逗笑观众。这次张北京的故事围绕一张医保卡展开，依旧是宁浩擅长刻画的中年人的无奈与小人物的辛酸。但类型上又更突破，市井喜剧中又带点犯罪片的黑色幽默与荒诞感。并且，宁浩这一次让葛大爷混搭表舅张占义，简直就是绝配。“抽血乌龙”这个也超有梗，周围的人都笑得超大声。,2
706,满足形势和高唱赞歌的喜剧，可称作“歌颂式喜剧”。它不会有受批判的角色和值得讽刺的事件，对立面只是过去的时代。所有角色、事件都沐浴在艳阳下，乌云和阴霾统统看不见。“歌颂式喜剧”的目的就是歌颂，表现“好”与“更好”之间那种无冲突式冲突，“好”是过去的时代，“更好”是现在。讽刺在歌颂式喜剧中是犯忌的，它更符合小品舞台的定位，若是短片集锦就很像是一台小品晚会了。,2
707,做作 适合老年人观看,1
708,"全都是小品的模式，前半部分是喜剧，后半部分升华一下，很生硬，甚至很尬。
只有《最后一课》像一部电影，《北京好人》和《神秘马亮》一般，《天上掉下个UFO》和《回乡之路》垫底。
《最后一课》用老范生病为引子巧妙连接一座城市的过去和现在，1992年和2020年。
老范得了阿兹海默症，什么都不记得了，连儿子都认不出来了，但还记得28年前学生的鞋子破了、不会算算术、没有颜料。
《北京好人》太短了，拍得不够透彻，不如前作《北京你好》。
《神笔马亮》无功无过。
《天上掉下个UFO》故弄玄虚，虎头蛇尾。
最后应该再加一段，揭晓UFO是假的之后，结果真的UFO来了，但大家都不相信了。
外星人入侵地球，冷锋出现了，说道：犯我地球者，虽远必诛！
《回乡之路》题材很好，但导演水平太差。邓超是个好演员，但的确不适合当导演。",1
709,感觉看了一个春晚小品合辑。整体来说挺失望的，又想搞笑、又想煽情，落点又还得弘扬主旋律，也是难为你们各位了。,1
710,葛优都第一段故事还可看，后面就塌了。这不就是春晚小品串烧吗？有点笑料，最后升华，诠释政策。,1
711,家乡是个老话题了，这次拍的还算挺有新意的，展望未来、回首过去，基本都覆盖上了，就算没拍到我的家乡，也大概能感同身受一些桥段。人设都挺有趣，葛大爷演的张北京依然又贫嘴又暖心，黄渤演的黄大宝八成原型就是手工耿，范伟演的乡村教师张弛有度，没有故意煽情又能把情感烘托到位了，王源演起乡土小伙也还有模有样，看不出他其实还挺有灵气的。作为献礼片，几个导演互相补充，搞笑和温情的元素都有，完成度挺不错，值得推荐。,2
712,我和我的中国梦,0
713,徐峥导演实在太会骗别人的眼泪了，回忆当年让让我哭得不行。为了弥补范老师的遗憾，全村一起拆房子重整，开大会，还有范老师上课那段实在太搞笑了。,2
714,作为《祖国》的姊妹篇，家乡题材+喜剧类型无疑更具可看性，和传统的主旋律表达并不相同。宁浩喜剧总是很稳，《北京好人》再续张北京的故事，充满市井气息，包袱抖落得不错。《UFO》联动唐探外星人两个IP，融入土味科幻元素和社会热点。《最后一课》在摄制与情感传达上做得出色，曹郁的摄影和范伟的表演堪称全片最佳。《回乡之路》的治沙题材和最后设计的反转相对而言还蛮有新意的。压轴的《神笔马亮》笑点最多，同时也有温情的一面，是个不错的收尾。,2
715,张北京的手抽掉一管偏私的血，黄大宝的手造起一条便捷的路，范老师的手捧回一盘少年的梦，乔树林的手栽下一株希望的树，马亮的手画出一墙田园的歌。医保卡拯救了蒲公英，UFO拯救了爱情，苹果树拯救了沙漠。列宾的美术长在东北田野，画里的校舍建在江南山村。我们用手回馈家乡，我们也靠双手努力地生活。,2
716,陈思诚拍的天上掉下个ufo还挺特别，把小人物的故事拍活了，黄大宝有他自己的简单快乐，虽然看起来憨憨的，但其实意义深远，暗示群众的智慧是无穷的，回乡之路也挺喜欢，闫妮报菜名把我整饿了都，王源演的小导游嘴唇都裂了，还原度很高，还有这个真的不是灯光片么？航拍黄土高原太美了，感觉国庆可以安排一波旅游了,2
717,有笑有泪还阔以，五个故事四个都有点跑题，与其说是《我和我的家乡》，不如是《我和我正在变好的祖国》。唯一回归家乡的就是邓超闫妮那个单元，实实在在的回乡之路，治沙的主题也很有意义，不过故事和人物设定都挺老套，还是邓超惯用的角色反差赚眼泪…虽然但是，我还是哭的不行不行的哈哈。电影挺适合国庆看的，在那个氛围下面，爱国之心会融入到更宏大的自豪之中，甚至觉得自己的人格都在发光，流的每一滴眼泪都充满欣慰（也可以称这个情感叫自我感动）但是感动了就说明电影不失败。,2
718,一张票，我看到了开心麻花，看到了唐探组合，看到了“青岛贵妇”，看到了葛大爷，我的票太值钱了～,2
719,幾個知名油膩男性的大型煽情秀，還不如視頻裡受訪的普通人真摯。沒想到能看的只有開心麻花,2
720,用张北京的话来形容：亢奋啊！因为是喜剧，相比祖国的史诗感会更轻松，影院里此起彼伏的笑声就是代表。5个故事各自选用了最流行的喜剧结构和表达样式：北京好人“错位”、UFO“荒诞”、最后一课“抒情”、回乡之路“滑稽”、神笔马亮“即兴”。每个切入点和主题各不同但都的很流畅自然，整场面部笑肌得到充分锻炼（笑容的持久张力，我几乎就是全程咧着嘴），也会猝不及防的被打动。个人最喜欢开篇宁浩+葛优，戏剧元素运用的纯熟，典型佳构“幽默剧”；而最让人笑喷的还属沈腾+马丽，收尾离场一本满足！PS，格外喜欢一个画面：无数小溪汇成了大川大河，这就是我们的家乡。,2
721,1.九大导演，百位演员，数星星也数笑点，果然是让人一步一惊喜的国庆档大餐。2.难得的是，主旋律竟也能拍得如此妙趣横生，无论是《北京好人》里满肚子如意算盘的老炮儿葛优，还是《天上掉下个UFO》里专搞土味发明的农民范儿黄渤，抑或《神笔马亮》里让我们啼笑皆非的沈腾和马丽，以及《回乡之路》里以表情管理打天下的邓超，简直都是一个个自带笑点的戏精。3.而在喜剧外壳下，那些源自家乡的暖暖温情又直戳泪点，带给我们“笑着笑着就哭了”的珍贵感悟，尤其是范伟老师主演的《最后一课》，堪称全片最感人、最催泪的篇章，还有葛大爷的那句感慨“北京这么大，再见面，不知道什么时候了”，同样泪点满满。,2
722,除开《北京好人》 基本都属于杂耍式喜剧拼贴 僵化的乡村想象 命题作文本应主题明确 但有的导演甚至无法讲完整一个故事 最大可取之处大概在于单元间的衔接较《祖国》有进步 有桌面电影内味儿 演员方面范伟可以称神,1
723,最喜欢徐峥和开心麻花的单元，让人哭着笑着，触动不同家乡的观众最共情的点。其他三个《北京你好》平平，陈思成的夹私货太严重像网大版唐探（不及格），邓超的有点大而空。,1
724,媒体场看的，实在太尬了、太尬了……求求陈思城徐峥邓超演戏就好……,0
725,神笔马亮、北京好人、天上掉下个UFO、最后一课、回乡之路。,2
726,比我和我的祖国好看，强推！！！,2
