,username,vote,review,rating
134,黑泽心🌈,24,如果没营销女权这剧不会有这么多关注度，但吃了女权红利又会让人观剧体验直线下降，有种被欺骗感。现在市面上的甜宠剧跟女权是很难兼容的，因为甜宠剧里的女主本质上是个被“宠”的工具人，为了最大限度的给男性角色留下展示魅力的空间，女主大多被粗暴地塑造为弱（依赖男主）、傻（反衬男主智商）、搞事（触发更多展现男主能力的情节）。女主本身没有任何能力，也没有指向自我意识的独立目标，只依附于男性角色或掌权者对她莫名其妙无限度的怜爱才能立足。男主则显得单薄又分裂，在弄死女主和爱女主间反复横跳。说到底爱的动机太不充分，在女主几乎没有展示任何闪光点的情况下，男主就仅因为自己脑补女主对自己的爱恋就情深不能自抑…陈千千本质上只是部最普通的无脑甜宠剧，套在女尊壳子下更加剧了不协调感，在这种剧里找女性向爽感可能本身就是强求…,3
135,更年期仙女,33,男主对女主改观居然是因为女主有守宫砂？？不黑化女二就没办法推动剧情了吗？国内编剧除了搞点女人为难女人的戏码还会搞什么东西,1
136,玫瑰无原则,34,"平心而论，这剧最好看的就是前两集了
很新颖的编剧穿进小说里的设定（印象中这类题材的小说不少，甚至烂大街，但是拍成影视剧的不多），前两集剧情也非常搞笑
但是，一开始打着女尊和倡导男女平等的设定吸引人看，明明第二集还坚持孩子可以不随夫姓，结果第三集现代穿越来的女主就在女尊设定下和男主说都听你的？？？后面直接变成恋爱脑舔狗
更可怜的是原女主，现女二陈楚楚。美强惨本人吧，一个文武双全的妹控，城主的不二人选，好几次被女主光环比下去，女主一个草包废物靠着耍点小聪明就赢她
编剧有必要搞这种设定，非要女二黑化成反派？再加上服道化和特效也很廉价，感觉营销过猛了，作为网剧来说，并没有营销中那么好看
",2
137,会女工的沈嫦娥,36,前两集的设定吸引人，可惜人设一个都没立住，崩的厉害,1
138,云南在逃毒蘑菇,29,四集后开始拖沓，没耐心看了。还有少点营销，男女主颜值演技一般，吹得跟紫微星下凡似的，令人反感。,2
139,栗子,26,2.5 网剧的平均水平啊…服化道多花了些钱，还蛮精致的。但是被公号夸上天的故事情节节奏之类的，真的没在开玩笑吗？？？依旧是老套的玛丽苏啊！德智体全面优秀的女二，就是拼不过单纯善良的傻白甜呀～,2
140,1/n,26,感觉像水平不太高、逻辑不太通，文笔不太好，只是一味堆梗的网文。。。勉强能看，但实在没啥可值得称赞的。。。。而且我笑点这么低的人都get不到营销说的“好笑”体现在哪儿。。。。。,2
141,地球人,35,有一说一制作很粗糙，剧情漏洞太多了，还有都2020年了还ge着处女情结不放呢🤗,1
142,-////-,26,我为什么要好奇来看这个蠢东西,1
143,太阳,31,粗制滥造……好尴尬,1
144,XYD0721,24,12345 54321,1
145,赤楚卫二我老婆,26,后面崩了不想看了,2
146,迪士尼在逃母猪,26,收手吧别营销了,1
147,。。。,24,？,1
148,芳心纵火犯,26,越往后面越玛丽苏 内容单薄 看的烦,1
149,奋发向上熊大大,20,越看越无语。既然是编剧，就不知道剧情走向已经是自己占了女主位吗，十几集了还在纠结怎么给原女主腾位置，都是自己作的，开金手指还开得那么憋屈。然后戳到锁骨下来一点，到底是怎么伤及肺腑的，有种莫名其妙要赶紧收尾的样子，大结局看似HE，却也让人一头雾水。,2
150,未注销,26,垃圾，女主口音一听就出戏，还有讨厌她的营销方式。不过男主还不错，要不是他，直接一星,2
151,Chan Kimjung,34,受众10-16岁 女生，大叔分分钟劝退，错错错，是我的错，我就不该点进去看一分钟。,2
152,Kingsely,26,何时我们能拍点有质量的电视剧，这娱乐至死，一点意义思考都没有,1
153,耳雨,26,看了几集，真的想吐槽，背景是女尊，女主为啥这么卑微，还有男主为啥前一秒腹黑的样子，后一秒变沙雕😓受不了，弃了,1
154,糖糖,27,我是多无聊居然还看了几集～～,1
155,春明过客,28,（第6集弃。）高开低走已初现端倪，前4集画风沙雕搞笑其实还蛮吸引人的，可惜我不喜欢傻憨憨男女主人设，惯慕智者而非愚人，男主一副妈的智障的样子实在叫人提不起兴趣，不过为了女主我忍了。但从第5集开始画风却逐渐从沙雕走向狗血，编剧梗玩得好不代表感情戏写得好，抛弃了本剧最大的优势就相当于自掘坟墓。,2
156,小太阳,32,妈呀，太尬了，不跳着看，真的看不下去。赵思露这么多剧的扮相，这部剧第一集红色衣服的扮相最好看，妆容也很搭。,2
157,Ariel,31,看完11 12集的我终于受不了了，剧情节奏拖沓，完全笑不出来的梗，女主的脑残人设，后面几集和前几集是一个编剧写的吗？本来以为网剧终于要有新高度了，果然网剧还就是个网剧。,2
158,豆友186717632,27,演技不行⋯⋯⋯⋯⋯⋯,1
159,坂口健大郎,30,第三集之后迅速崩坏……,2
160,海湾清月,26,伪女尊，外挂，作弊，好吃懒做，逻辑漏洞错误百出，五集弃,1
161,不忧伤,20,"嘻嘻(*∩_∩*)
————————
看到第五集  不想看了
无聊-_-#",1
162,淡淡如水,22,才刚刚夸了这部剧，就被11 12集给整无语了，明明女主已经自己打破了自己原来写的剧本，每一件在原剧本的事都变了，为何到了11集的还在幻想着修正剧本。。。一边想着撮合男一和女二，一边还不放过男主。。。剧情太硬伤了吧,3
163,Corgi_fuuuuu,25,女主当真七流编剧,2
164,高橋,22,我怎么男女主的颜都不吃...真的看不下去,1
165,小王子,22,男女主挺好看，被之前平权的几张截图吸引过来，但是剧情还是很差呀，都2020了，还是玛丽苏，女主只负责傻天真和搞事...女二实惨不黑化都难,2
166,贾队长的第二春,23,呈现两个极端的世界 男尊女卑和女尊男卑，但女主的现代人价值观倡导的不是这两个极端啊？怎么就没人理解平权内核了，那个被埋男矿工，女主怎么做的，传达的不就是平等价值观？但重点是哈哈哈哈哈这个剧本来就是轻松然后比较甜的剧，也不必太深究内涵逻辑了，有点意思就得了。,4
167,王俊俊,10,开局设定还算年轻化，然而剧情和细节全部落入俗套，而且是越来越俗，这种泡沫剧也就不常看剧的打发时间解个压，没多少营养。喜欢道具组找的那个盆栽，后来发现那个盆栽老三用完老大接着用，剧组真穷。,3
168,糖醋,23,每次看弱智小甜剧都在真香和这拍的什么玩意儿之间反复横跳。,3
169,代号为0,33,"逻辑不通，人物脸谱化，挂羊头卖狗肉
男一二都不帅，女主就漂亮了第一集",1
170,颜学家,24,看完两集坚持不下去了，赵露思蛮可爱的，男主韫色过浓造型还可以，古装算了吧😓,2
171,嘟子曼波,20,前几集还挺好看 后面有点强行降智 高开低走了//追了后面几集 烂也就算了 女主人设太让人糟心了 成事不足败事有余 还不如原来的陈芊芊🙄 起码妆发英姿飒爽的,2
172,我可球球了,34,我真的很努力去喜欢这部剧了，从设定到演员我都很可。可惜，即便不带智商看，人物动机也实在是太扯了，扯到出戏。,2
173,野穹狂三,20,前三集挺好的 后面剧情开始崩塌 人设违和 迎合大众口味就瞎扯剧情 为了甜而甜 背景故事走向没有一点逻辑,2
174,Just soso⛄️,26,"这也行？
弃了
一口老血",1
175,青山,16,打住第七集 女主在自己笔下的女尊城就没干过动脑子的事，拿龙骨炸福脉不考虑后果，也从未替别人想过，完全是靠着女主光环活下来，可怜二姐一路当她的炮灰。编剧作用也没体现出来，跟一般穿越女主有什么区别。,2
176,捷运少年,14,三集弃了，男主太难看了我接受不了丑的人装逼,2
177,黯然销魂星,17,传闻中的渣女和花痴男。还有一直喜欢自己的人不喜欢自己了也没有任何故事就疯狂爱上渣女的裴恒？？可能因为特殊的女尊环境影响。后面越看越🌚,1
178,.,27,"开头的反套路穿越，女尊男卑探讨男女平权，而且很搞笑。但是这仅仅是开头，往后还是国产女主那一套傻白甜啦，玛丽苏啦，所有男的都爱我，姐妹黑化撕逼啦，换汤不换药，其实从第一场戏英雄救美就是熟悉地牛顿棺材板压不住的操作，想着架空喜剧就宽容一点吧，后面的尴尬却实在不能接受了。
我可能是真的不适合看这种甜宠剧吧",2
179,无名,16,高开低走，越来越一般,2
180,Young,16,开局脑洞清奇，搞笑有意思，后面越演越垮，不能免俗地变成了傻白甜和腹黑霸道总裁的无脑恋爱故事。弃,2
181,TYI,19,女主这几集很昏迷 等过了这段 我再来改分,1
182,想吃脆皮,28,剧情跟闹着玩一样，编剧应该很轻松不用干啥事，为了轻松看一下还是可以的，很搞笑，但是要说甜，总感觉女主没走心，男主一个人靠自己脑补的糖有点硬，都播了大半了女主一边撩完男主一边走剧情，非把男主往女二那边推，最主要女二开篇这么好的一个人被脑残女主逼的黑化了，一边作还非和男二也暧昧不清，看的心梗,2
183,谷玄,15,第一集不错。但是作为编剧穿越，智商无法时时在线，面对危机应对前后矛盾，人设立不起来，反而造成其他纸片人跟着一起混乱。纵然有灵光一现的搞笑，颜值对视的蜜糖，还是无法打动我。弃之。,2
184,南south,15,看简介很有意思，以为是社会男女情感先锋古都市剧，原来还是男女主角作呕那一套。,2
185,粮草先行,22,。。。无语子 本来不想看 一直说女尊 就去看了 结果发现就是批了个女尊的皮 本质还是言情 剧情看完一集就能猜出来十集  我一边看一边躺成咸鱼 本来可以放着当背景音然后刷手机打游戏 但是那些个乐坊的男的真的辣耳朵辣眼睛 一说话我就想砸电脑 真的不行 实在坚持不下去了 弃了,2
186,管⁢⁢理⁢员,17,剧情已经弱智到就算不带🧠看也有点说不过去了，两星半。,2
187,COO红,17,女主确实可爱的，但她的脑子和做的事让我很无语，从未替别人想过，想的只有讨好男主保命，男主可是想要杀你杀你妈杀你姐的人好不好，可怜女二一路被坑，成为炮灰，一颗星给女主有时候的可爱和女二,1
188,戈多和小落,19,花不弃的导演 专注给观众喂屎,1
189,地下丝绒,16,看累了，主角不仅有光环，还是24K纯金的。一直都是反复的一个手段：耍聪明—弄巧成拙—救场—感情升温。不管发生什么，没有一句“对不起”解决不了，如果有，那就再加一句“我是真的错了”。人物都挺功能，半天没一点发展，小甜剧不必这么多要求，但可能还是，给我感觉过于装逼了吧……看之前以为多女权，结果也就做了个题眼，后面其实没怎么提了，开头结尾点一点（但我能理解确实不宜多说）。两星给节奏和几个主演还蛮自然的演技。另外一个感悟，自身是编剧这个点真的同时是金手指也是bug，果然不好控制。,2
190,拾零,15,前三集好看的，不然我也不会坚持看了14集，后面剧情垮掉了，害，以后还是看口碑好剧吧。有一说一，男主在这部剧的扮相比在韫色过浓里的好看多了～,1
191,小J²,15,并不好笑。,1
192,黑猫额上的月亮,19,前四集真的很好玩，第五集开始全面崩坏。女主根本就不把其他人当回事，龙骨说煮就煮，惊呆我了。还有女主拼死抱男主大腿的理由真的站不住，如果姐姐登基，天门大开她就可以回去的话，那太简单了，她像原来那样天天混日子，男主死不死的都不耽误她姐姐登基啊。,2
193,朝久,17,最近的剧情无语子 开始还以为国产言情剧上升了一个高度 到后面就那样 本质玛丽苏大女主剧本 人人爱我 不需要有才华 不需要努力 靠男主就可以得到一切 女二付出那么多却一无所有 编剧塑造人物太失败 所有人都为女主服务 女主的工具人男主也变成了卑微舔狗 就算被绿也要宠妻爱妻 女主嘴上说不想要还不是样样占着,1
194,bonbon,26,2020年了，为什么还会有这么脑残的剧,1
195,冰之沧澜,17,剧情走向越来越尬，和女尊背离了我感觉,2
196,Gillian,15,真的不行呀！表情太机器人，滤镜太厚，剧情太不能自洽了啊啊啊！,2
197,彼岸盆花,15,两集弃。,2
198,随便,13,不喜欢这样的女主   只顾着自己 在女子为尊的国家还那么怕男主  做男主的舔狗,2
199,0р,16,倍速看了一集 真是很烂的电视剧市场 很烂的影视业从业人员啊,1
200,沙漠中的西蒙,17,构思有创意，但整体叙事太过粗糙了,2
201,夏目,17,我老了吗，真的一点都get不到,2
202,被惊艳的时光,14,看不下去了，男主的人设无法掩盖男主颜值的不足。作为一部古偶剧实在是有点失败。女主越看越肿，不晓得什么情况。作为一部需要观众舔颜的偶像剧就不能好好选角吗？,2
203,杂货铺老员工,24,"刚开播时我点开看了一集，二倍速都忍不了，就弃了。但不知何时此剧成了微博吹，各种营销推送，我以为自己看走眼又重新开始看。
不好意思，无论从哪方面看，此剧都不及格。别再吹了。",2
204,Zijunlala,17,前期值得四星，后期拖死，过度营销再减一星。,2
205,菠萝,25,看着难受，抱歉我笑不出来，剧ok，演员ok，人设很不ok，女主虽然没有谈过恋爱，但是太绿茶了吧，而且笨，事情全搞砸，干啥啥不行，姐姐黑化，女主角老把男主角往其他人身边推，女配真的难，男主也很难。可能是剧情需要吧，但是后面看着真的难受，忍着不舒服看了14集，难受。看不下去,2
206,你别偷我鱼啊,11,不好意思，前几集我还安利呢，现在准备弃了。这哪是脑洞大开的甜甜恋爱，这是汉子婊扮猪吃老虎毁女主的诡谲阴谋啊，作为一个编剧，你编了半天故事不知道角色性格，给你上帝视角你给我“装瞎”是吗？揭露了现在偶像剧剧情差其实真的是编剧业务能力不行的残酷现实。哎，楚楚太可怜了，希望楚楚赶快黑化暴揍男女主。,2
207,北投熊熊绵绵冰,13,【看到第9集】非常浅表的女尊世界观，都是噱头，最后都是傻白甜的无脑剧,2
208,建国的栗子🌰,15,前面红衣少女很惊艳，后面很白莲。女尊的设定就是个噱头设定而已，不值得讨论。,2
209,欢乐分裂,10,3.5；非常好笑，甜得发晕，男女主都太可爱了，想看日常发糖一百集！其实借梦境/穿越实现两个时空的交汇，这样的模式很常见了，但此剧运用解构方式拆解编剧工作，就有点“元叙事”的味道了，甚至将三位说书先生拉入编剧线的再构，不仅大为增强喜剧性，也让观众在某种程度上有参与建构情节的认同感，由此产生的自嘲式笑料远比所谓女权/男权更有吸引力；探讨男女平等之说显然只是吸睛旗子，远非核心要义，更非此剧主要诉求，将现代化语汇融入古代情境制造错位笑料才是关键目的。剧情的屡次反转借人物之口勉力自洽，虽后半程略有拖沓重复生硬之嫌，但整体观感很不错，节奏相当明快。全剧最喜欢白芨和梓锐这对活宝，堪称年度神助攻！,3
210,小fa,17,太好玩了这部剧，男女主挺有苏感的，三个郡主性格各异都很有特点，唯一希望后期剧情要稳住啊千万别崩，不想看黑化线虐心线,5
211,江南今何在,22,看了营销抱着极大期待来的，成品是什么玩意,2
212,旺旺碎冰冰,20,这个剧看似平权，陈芊芊无脑傻白甜还不是依靠男人当上城主，一次又一次坑害真正聪慧独立的陈楚楚，看吐了，心疼女二。,2
213,人生跳水台,13,恨女人到这个地步就没必要用女权来炒作自己牛了吧？,1
214,闪电流年,12,弃了 男主对女主改观是因为守宫砂..我的妈 这不是男尊是什么 别装女尊了 又当又立 清朝余孽吧.. 剧情转折也好生硬 编剧自己写的剧本穿越过去什么都不了解 古代的陈芊芊还是有点意思的 但穿越过去的女主人设崩得太厉害了吧 仿佛表达的是傻白甜就有人爱 二姐实惨 赵露思长得挺可爱但接的角色都一个风格 台词说的含糊不清花园城像在说花园层 玄虎城像在说玄武城 我看花絮也总大舌头 提升下自己再接戏吧 是真有钱营销过头了吧 好奇怎么上7分的,1
215,一定早睡,19,营销得不错  可是剧情并没有撑起来,1
216,梅鹿汁小春,13,两分给男女主演员 再多没有了 披皮编剧和腾讯营销莫再搞观众了,2
217,虚妄之诺,15,这剧我是靠着白芨和梓睿看下去的你敢信？10集以后的剧情真是火大，虐男主一个人显得女主……弃剧了到时看个大结局就好了。铺天盖地的营销实在讨厌反感，因为赵露思去看了一下这个剧，演员颜值和名气就不吐槽了看得出是个小成本，对演员没意见但是可爱的赵露思以后换个类型演吧，从皇帝陛下、春花秋月、三千鸦杀到这一部都是傻萌甜中带着点机灵，只有凤囚凰里有点区别，一次两次人设不错但看多了就……最后，要不是这个剧的编剧和营销太骚操作，冲几位演员我还是会给三星的。,1
218,大花狸子,22,香的停不下来哈哈哈哈哈哈,5
219,是穿靴戴帽的猫,14,守宫砂把我恶心到了，披着女尊的皮实际保守的跟裹了小脚似的,1
