,username,vote,review,rating
711,点横撇捺,44,优等生本以为自己可以通过努力走上光明的道路，结果天降一场大灾毁掉了原本璀璨的人生。15年过去，仿佛一切都归于平静，但该来的还会再来，少女之死是压垮他心理防线的最后一根稻草。易地而处，未必有人比他更勇敢，生而为人太辛苦了，解脱也许才是最好的最轻松的选择。,4
712,王俊俊,22,"爱情就像超市的酸奶，藏的越深保质期越久
求婚好比绝望的救赎，纵使不完美也有希望
兄弟陪你打游戏赶走混混，爸爸替你掩罪行杀人补刀
可一转眼抢走保送的名额，酒桌一听升官父子也作废
男人去夜总会很正常，但我跟你不是一条船
权力虽可以一手遮天，敌不过一个发疯的人

谢谢好兄弟替我照亮前进的道路，今天自决剔骨还债
突然觉得出卖灵魂移民澳洲，不如坐船离开海市蜃楼",5
713,HarperDie,79,能发掘一个好的犯罪故事，也要能学会物尽其用。剧本的严谨性，台词的流畅自然，这些都是最基本的要求。如果这些都做不到，那么再好的班底都只是画饼充饥。,1
714,夜来枫鱼,45,宋建飞和宋浩的父子关系是中国式亲情的最佳注解。一句“为你好”，一句“一根绳上的蚂蚱”决定了必然走向悲剧式的灭亡。长期受到压迫的父亲把压力转嫁在儿子身上，阶级带来的撕扯割裂不仅没随着时间而消逝，反而发酵成更深的恶意和仇恨，终于轰然崩塌。少年对父亲的崇拜在一件件事中消磨，最后走到弑父的时候，当真让人喘不过气来。,4
715,57,38,知道导演想说什么，他很早就找到了自己表达的母题，为改开一代承认那些冲昏头脑的愧疚和罪恶。这是太难的事，因为我们依然生活在那个浪潮的余波里，大家拼命游泳，竞相上岸，很少有人敢去面对和承受那种风平浪静。,4
716,抛开地平线,44,章宇和宋佳太有味道了，明明是直抵人性阴暗的故事，在两人的诠释下，有了末路狂花的浪漫，连逃亡喘息的片刻都酝酿出了氛围感。章宇的孤独和脆弱几乎完美融合在宋浩这个角色身上，他可恨、可怜、可爱，又极富魅力性感。在迷雾重重的故事里，偶然乍现的温暖最动人，对于宋浩，收费站的求婚是幻梦一场，但曾经触摸到幸福，也知足了。,4
717,亵渎电影,47,感受到了导演体内有巨大的能量，镜头设计仿佛有着使不完的劲儿，一个机位紧接着一个，花了不少心思，非常的卖力，声音设计和灯光上也有一些想法。剧作上和前作的故事一样，这种时间跨度很大的剧本本来就非常难写，但导演如果一如既往的坚持下去，这种罪与罚的故事也算是一个特色，只是想写好剧本的话，编剧的难度会非常大，戏剧张力，悬念设置，犯罪动机和人物的行为逻辑等等都需要好好磨。这一次看得出来制片人在努力压制导演的个性了，可惜最后镜头设计上的那股劲儿还是没压住，调度上是有想法，下部片子的时候，可以考虑也压制一下这股劲儿，调度和机位别滥用，需要的时候给到就可以了，机位切那么多就卖拷贝了。最好换个靠谱编剧，导演个性和类型化之间的权衡上好好把控一下。虽然不理解宋佳演的这个角色，好在她的演技拯救了这个戏。,2
718,欢乐分裂,36,"比起前作的确有较大精进。最高光的无疑是选角。

想把所有赞美都留给章宇！时光在他身上几乎凝固了。他一直停留在某个拒绝沟通/成长的「钟型罩」里，15年后面对当年的婴儿，他仍是那个稚拙、执著、沉默、坚忍的男孩，那种与年龄无关、与时代脱轨的青涩真是让人心疼；众人合力打破罩子的结果显然残酷到残忍，他被迫重新堕入800米的海底，被迫再次迷失自己，一个被命运捉弄的弃子，再度被命运抛弃。蓄满泪水的眼睛太具有杀伤力了，同名片尾曲好听哭了---所有风平浪静的表象之下，有多少万千暗流无声涌动。

叙事趋于沉稳，集结大量富有戏剧冲突的强情节，在多线头捏合编织上显得较刻意而生硬，人性的沉浮未必一定与社会大背景糅合，剧本仍需打磨。表演很具有层次感，大量丰富内心戏都在眼神和肢体语言中体现出来，积淀了角色的人生体悟。",3
719,風知道,47,我去！！女性角色全是工具人！！男主行为逻辑莫名其妙，剧情穿凿附会不知所云一头问号，这是喜剧片吧，真的太搞笑啦，客家语歌 风平浪静-陈永淘，,1
720,舒农,69,宋佳的表现倒是印证了一些演员们喜欢说的话：我完成一个表演，但是最后的电影不是我能决定得了的事儿了。,2
721,forest,68,中年哪吒。,2
722,恶魔的步调,25,车牌挺有意思，三十年河东，三十年河西。但即便有好演员，可奈何角色不抓人。为什么呢？因为铸就他们的悲剧，太“普通”了点，没有特异性，而且几乎都没有人物转变的曲线，无法让人产生共情；另一方面也因为导演手法的疏离感，配乐镜头光影等等，让观众进一步远离移情的可能性。就是说，他妈的就因为大家太优秀了，大家越努力，这电影就越不对劲。,3
723,大奇特(Grinch),54,十五年前的部分完全可以做减法，爱情部分的副线拍的比悬疑部分的主线好，说明了剧作上是出了问题的。导演也不会调演员，李鸿其的表演与少年时期，以及其他演员都是不匹配的。剧作很“风平”，宋佳“浪”压章宇“静”。,2
724,沉秋遥,69,编剧形象的告诉了观众，一个不会写故事还硬要写，最后写出来的是个什么玩意。剧情的推进通篇就是莫名其妙，有些人长大就莫名变成了台湾腔，莫名其妙去一个陌生人家，莫名其妙就冲突，莫名其妙就补刀，全校第一跑了其他人也从不闻不问。主角演技4分，导演负1分，令人发指的烂剧本负一分。,2
725,室内滂沱,30,少男哪吒。疑似宋佳生涯迄今最佳演出，只要给她的角色加上那么一点幽默和适当的邪乎，她就能在片中容光焕发。由于男主章宇在大多数时间是神秘的，在影片中段这个充沛、错综的爱情插曲里，宋佳是被观众带入情感的实质主角。必要的情节进展毫不拖泥带水，李霄峰已经彻底甩脱了过去的文艺耽溺语调，人物主次分明，章宇、宋佳的感情戏基本锁定今年华语电影最令我满意的章节。由偶发带动人为，弱因果造就的具体事件牵出背后浓重的时代恩仇，它确实在讲转型下的社会丑态，却一直从个体人物最切身的处境、行为着手，先是情节跑得顺畅，捎带再准确描绘国情，这比《风雨云》的宏观更能说服我。急匆匆找人算账却找错门，略带夸张的人物，暴雨藏尸，有科恩兄弟黑色荒诞的味道。人在不可抗力面前弱小成男主角的样子，即便这样也要活下去——这个角色只有章宇能演。,4
726,踢迩达,36,时间上的历史感和城市的空间感完全虚妄，男主的状态从始至终变化不大，李鸿其是本片黑洞（八成以为自己是《老手》中的刘亚仁，同性生爱PUA章宇）。强拆腐败小人物，社会热点标签一个个贴上去，但是处理得却如此轻飘飘。小宋佳是个好演员，拥有所有高光时刻。,2
727,贝勒,46,和灰烬重生一样，匠气逼人，灵气匮乏，各部门技术上的优势弥补不了导演叙事上的拧巴,2
728,猫奴十二年,20,故事是脱节的，第一和第三幕主题是误杀后的赎罪，第二幕完全是个不相关的爱情故事。演员都不错，各有华彩段落，李鸿其像在模仿《老手》里的刘亚仁。,3
729,Silkbridge,29,相比李霄峰两部前作，这部工业圆熟度格外突出，撇去了之前的文艺腔调，代以冷静克制观察的气质，几处段落格外抓人（音控灯和破碎的挡风玻璃）。剧作基于新闻改编而有现实感，父子接力杀人的推敲又有浓厚的戏剧性，几处政治物候的钩描又直逼娄烨风雨云（不仅是宋佳，或者沿海城市的台风雨）。章宇一如既往地沉稳，隐忍，近年最好的银幕表演。李鸿其硬拗的浮夸过火的公子哥某种程度戳破了影片质感。跟编剧聊了宋佳扮演的收费员有无借鉴《川流之岛》，答曰没有看过。,4
730,留白也精彩,34,细思恐极，很敢拍的一部电影，从高考保送开始就不寒而栗。少年和成年中间隔了15年的时光跨度，当年的风雨交加到如今的风平浪静，似乎一切都从未发生，但只有宋浩知道，他的命运在那个晚上天翻地覆。潘晓霜是他人生中仅有过的温暖一瞬，然而也只是如梦泡影往事成空。章宇演的是真心好，他是近几年最惊喜的宝藏演员！,4
731,风继续吹,35,没有人能不喜欢章宇，这部片子把他的性感和荷尔蒙展现的淋漓尽致。影像风格非常有质感，包裹在15年追凶案和犯罪类型之下的是人性的撕扯和阴暗。每个人都站在自己的利益角度出发去无度的索求，最终矛盾的风暴中心归结于宋浩身上，无辜的人才有罪，这才是最大的荒唐。宋浩代表的小人物善良但注定悲剧，多讽刺呐。,4
732,Nickol,27,爱情戏太好了,5
733,二月早春,40,几乎汇聚了近几年最有质感的文艺片演员，观影过程太爽了，不愧是2020第一部华语犯罪电影！整部片子质感很好，“全员狠人”的气质贯穿始终，爆发戏非常多，各自都背负着各自的秘密和执念。宋浩从少年到成年的步步隐忍退让最终让他自己无法承受，在尽了一切责任之后，选择解脱式的自杀既遗憾又慨叹。电影把「命运真的是一件让人无能为力的事情」诠释的淋漓尽致。,4
734,文森特九六,30,其实中间作为局部段落都挺好的，然而开始和结束都完全无法令人信服，且李霄峰到最后还是没忍住，又来“我连灵魂都出卖了”这种极不现实的台词，太头疼了。,2
735,盘子,38,这是个什么鬼啊？这是个什么鬼电影啊？这电影还有人真情实感的喜欢？那也是演员群体加五星吧。青年导演以后搞组盘大赛和夸夸大赛好了，直接夸就好，请越过拍电影这个环节好伐？,2
736,凹凸,18,之前对李霄峰的印象，是视听想法超过叙事能力的，多少有些喧宾夺主。这次拍犯罪类型片，倒是给了我很大的惊喜——构图和打光，配乐和音效——视听手段的用心设计，不仅烘托出情绪，更是强化了叙事的张力。以及，完全无法克制自己对小宋佳的赞美！这种有着毁灭性美感的角色真的太太太适合她了。,4
737,呸呸,48,太差了 导演 你醒一醒啊,1
738,老袁,31,我可能患上了李霄峰斯德哥尔摩症！《灰烬重生》还不够我吐，还要去看《风平浪静》！有一说一，这个比《灰烬重生》好——百分之二吧。,2
739,sorrynotsorry ,45,看过的都应该挺不平静的：1- 从父子都走错房子的设定，可见全片的毫无逻辑，结尾智障得最牛逼（王砚辉老师好惨）；2- 音乐最不需要多，需要搭；3- 李鸿其说普通话为何模仿郭采洁？,1
740,草威,33,出一个特别版本吧，只有章宇和宋佳俩人。,4
741,萨库拉,19,从开头的杀人戏就坐不住了。宋佳是唯一的亮点，一场猛地按下横杆，一场“我们结婚吧”。除此之外的部分都像写着四个字：自以为是。,1
742,花开几何,36,小宋佳太美了，她就是罪恶泥泞中开出艳而不妖的罂粟花，灼灼惹眼让人欲罢不能，我实在是太能理解章宇的放不下了！两人坐在漏雨的破车中小宋佳打着伞，有一种支离破碎的美感，哪怕幸福只是一晌贪欢，也要争分夺秒的用力去爱。越是短暂，越是动人。,4
743,水晶乌鸦,22,带感又好看的犯罪电影，不仅在于外在追凶的爽，在人性内核上也有了深层次的挖掘，今年真是迎来2020的悬疑新世界了。章宇，宋佳，李鸿其，都是极有个人特质又接地气写实的演员，在影片沉郁的风格下彰显出别样的质感。潘晓霜对宋浩的执念是禁锢之地下的避风港，蕴藏着人间烟火的温暖幸福。善良是善良者的墓志铭，一声叹息。,4
744,可俗可雅的猪,21,无辜的善良的有罪者的一生，不能抵抗也无力抵抗。在社会大层面下，每个个体的挣扎都仿佛蚍蜉撼树，成年人好不容易积攒出来的勇气，在一瞬间就可能崩塌碎裂。潘晓霜对宋浩的偏爱和执念是漫长雨夜中唯一闪烁的光，可这光还没亮起来，就被兜头扑灭。太难了，活着真的太难了。,4
745,猫窝,21,摄影和表演是真的好，整场看下来堪称“赏心悦目”，小人物被生活磋磨的故事章宇演的太让人有共鸣，对比今年轰轰烈烈的高考代考事件，多了一重社会性的隐喻和映射。作为曾经经历过重大保送舞弊事件的受害当事人，看得多次泪目。纵然我们没有因此毁掉一辈子，但校园时代的人生永远弥漫着一层阴影。最丧不过，宋浩以为时间可以冲淡一切，但当那个大雨滂沱的夜重现的时候，所有的事情都回到了原点。,4
746,Jmo-zx,26,首映，演技和视听语言没得说，但是编剧和电影节奏差了口口口气。ps赞美配乐和章宇！！！！章宇太帅了！！！,3
747,春江水暖,22,风平浪静之下是暗潮汹涌，15年前的高考保送葬送了多少人的幸福人生。电影聚焦在一场过往杀人案的人性剖析，直抵内心至暗之处，没有真正的无辜者，谁都需要忏悔和救赎。过于真实也过于残酷。爱与恨，情与仇，在时间的酝酿下愈发浓烈，终于化作一场再也无法逃避的风暴来临。,4
748,邓安庆,26,今年看的第一部华语犯罪片。章宇的眼睛给我很深刻的印象，海风吹来时，他对着镜头，眼泪蓄满却没有落下，那种压抑、苦闷、绝望，猛一下击中了我。另外王砚辉的表演，有一种真实的力量感，他在剧中戏份不多，但压得住，非常善于用眼睛演戏。,4
749,西帕克,15,李霄峰导演的第三部作品，成长也显而易见。犯罪电影外表下，内核依然是青少年与罪恶家关系的探讨。章宇饰演的主角是一个陷入存在主义困境的少年，用抛弃自己人生和阶级的方式与腐朽的父亲划清界限，却又不得不以结婚的方式回归家庭。他所遇到的两段爱情，则代表了他成长中缺失的东西。对宋佳像是对一个母爱的依赖和信任，对邓恩熙则像是对一个女儿的愧疚和照顾。但爱情并不能治愈他，家庭和阶级的压迫依旧不可调和。新一代的青年只能愤怒呐喊，再同归于尽。,4
750,刘康康,13,还挺难评价的一部电影……比较认同我一个友邻的观点，能看到一场场断裂而有风格的好戏，却摸不着连贯的表达。但从我的口味而言，我个人更喜欢这种有风格、有作者趣味、出乎我意料的电影，而不是那种四平八稳、充满套路、看完丝毫不能增加体验性感受的乏味电影。本片作为犯罪类型片而言完全是不及格的，但如果看作一个类似于《罪与罚》式的展现一个负罪之人精神状态的艺术电影，还是蛮有趣味的。感应灯的明暗、收费站过往车辆间的告白、漫天烟火下的夜泳，都通过外在环境的调度呈现角色内心，让人印象深刻。属于导演很有野心的电影，但整体的呈现还支撑不起这种野心，不过我还是希望能看到更多这样有自己想法的作品，而不是流水线上千篇一律的产品。,4
751,查尔斯,18,毫无才华可言；林格伦在《论电影艺术》一书里把电影的基础分为：表演、调度、蒙太奇、剧本；一个导演如果在这四个维度都缺乏才华，甚至缺乏基本概念，那不仅是创作者的悲哀，也是观众的悲哀，但总的来说是电影的悲哀。,1
752,孟浪,42,更多投资注入确实使得拍摄和技术有了一定的提高，甚至有两三场戏亦不乏几分格调，但李霄峰对形式和内容的设计依然做得很空洞。衷情于罪与罚、救与赎这样的文学概念当然没问题，但前三部作品的通病都出在逻辑不明、模糊不清、漏洞百出的剧作问题上，这就很难让人忍受了。影片在第一幕就已将所有悬疑点全部释放完毕，第二幕则完全让位给尴尬的爱情桥段，最后结尾时才引入复仇与自救，如此拉胯的情节设置再加上各种难以自圆其说的细节bug真的很拉低期待值。都说表演好，但实际上章宇、李鸿其、宋佳三个人的演绎方式都不够统一，木讷的过分木讷，外露的却过分外露，感觉三个演员好像互相不来电，只是各演各的，所以这也就更加大了对剧情的不信任感。另外，只要拍犯罪故事就要架空地域背景，这种做法说好听点是创作的懒惰和无能，说难听点就是迎合审查吧。,2
753,紅［已注销］,31,前十五分钟简直是毁天灭地级莫名其妙……章宇出现稍微好了一点，但也不怎么样,2
754,朝阳区妻夫木聪,14,导演确实有突破，人物没有前两部那么拧巴了，视听也不乏亮眼的段落。不过这个剧本的问题还是不少，但是演员的表演让故事变得相对可信了一点，某种程度上也可以说是被演员拯救的一部作品。试问看完谁不想跟章宇做爱？（不是,4
755,蒜 | BOY A✎,21,昨天看电影的时候，看到宋佳非要跟章宇在一起，不惜死乞白赖，大家都笑了，我却在心里哭。她是一团火，炙热燃烧，把章宇冰冻了十五年的心，一点一点化开。一个人心里藏着秘密过十五年，羞耻心和恐惧感是可以彻底改变一个人的，是这股爱让这个男人再次回魂。她也从一个悸动春心的少女，变成一个真正的女人，是爱让他们彼此成全，完成蜕变。就凭电影的这个设定，我也要打四星。,4
756,小艮,28,导演还是太沉溺于自己的文艺调调了。最重要的两场关于死亡的戏，说服力都不够。补刀时，被害者的反应很假；自杀，非要搬来哪吒的惊魂。何必呢？章宇和宋佳的表演真是好。,2
757,伊夏,15,感谢这部电影让我资产过亿……我他妈影院里原地抠出二百套别墅！到底是怎么做到在选角和摄影都还行的情况下拍出这么奇特的烂片的！剧本之奇怪转折之生硬台词之无厘头……我的阳寿真的不多了麦艾斯麦益尔！章宇一旦搞出全世界都想睡你的感觉你就完了！李鸿其油出一个大庆求求了！滚吧毁灭吧！,1
758,一口大井子,24,近几年国产片里少有的锋利，剧情、表演、摄影都没什么硬伤，主角两次拿起刀子，不致命的一刀毁了人生，致命的一刀终结了自己，刀子指向的是教育不公、行贿受贿、官商勾结、暴力强拆，切开了一个社会疮痍的横截面，既得利益者们努力维系着一张风平浪静的网，逼着那个本有光明人生的优等生走向了死亡。,4
759,YthguaN,21,观感就像一个闷头撞死在臭咸鱼摊上 全程跟章宇表情同步mmp这都什么鬼 被神经病哥们坑被双面人爹坑被空虚寂寞老同学坑的烂剧情 还不时搞几个不合时宜的笑点(俩人起名即兴宋上门随她妈的段子笑死)剧本怪异演技俗套配乐尴尬 可能只有摄影及格 彻底脱粉李鸿其演什么玩意儿啊跟AB玩儿去吧你,2
760,托尼·王大拿,10,成片的逻辑有巨大疏漏，但某些段落现实感与超现实感并立而行，相当刷新感官。,3
761,Nickol,27,爱情戏太好了,5
762,查尔斯,18,毫无才华可言；林格伦在《论电影艺术》一书里把电影的基础分为：表演、调度、蒙太奇、剧本；一个导演如果在这四个维度都缺乏才华，甚至缺乏基本概念，那不仅是创作者的悲哀，也是观众的悲哀，但总的来说是电影的悲哀。,1
763,伊夏,15,感谢这部电影让我资产过亿……我他妈影院里原地抠出二百套别墅！到底是怎么做到在选角和摄影都还行的情况下拍出这么奇特的烂片的！剧本之奇怪转折之生硬台词之无厘头……我的阳寿真的不多了麦艾斯麦益尔！章宇一旦搞出全世界都想睡你的感觉你就完了！李鸿其油出一个大庆求求了！滚吧毁灭吧！,1
764,朝阳区妻夫木聪,14,导演确实有突破，人物没有前两部那么拧巴了，视听也不乏亮眼的段落。不过这个剧本的问题还是不少，但是演员的表演让故事变得相对可信了一点，某种程度上也可以说是被演员拯救的一部作品。试问看完谁不想跟章宇做爱？（不是,4
765,帽子里的兔子,21,像马保国大师的闪电五连鞭一样，在一堆废话中间突然抽搐几下。,1
766,蒜 | BOY A✎,21,昨天看电影的时候，看到宋佳非要跟章宇在一起，不惜死乞白赖，大家都笑了，我却在心里哭。她是一团火，炙热燃烧，把章宇冰冻了十五年的心，一点一点化开。一个人心里藏着秘密过十五年，羞耻心和恐惧感是可以彻底改变一个人的，是这股爱让这个男人再次回魂。她也从一个悸动春心的少女，变成一个真正的女人，是爱让他们彼此成全，完成蜕变。就凭电影的这个设定，我也要打四星。,4
767,一口大井子,24,近几年国产片里少有的锋利，剧情、表演、摄影都没什么硬伤，主角两次拿起刀子，不致命的一刀毁了人生，致命的一刀终结了自己，刀子指向的是教育不公、行贿受贿、官商勾结、暴力强拆，切开了一个社会疮痍的横截面，既得利益者们努力维系着一张风平浪静的网，逼着那个本有光明人生的优等生走向了死亡。,4
768,Allen,23,题材很取巧，表演水平超过了导演能力，章鱼宋佳爱情戏太好,4
769,无耻不混蛋,13,“成人版的《牯岭街少年杀人事件》”。作为犯罪片，李霄峰的野心显然更大，他向内走，去探索人性最幽暗的角落，向外走，则意在揭露造成人性犯罪的外在社会因素。官场压迫、权钱交易…各种社会灰色地带，是如何将一个心存良善的人，一步步逼上绝路。宋浩的角色，也只有章宇的“洞悉式演技”才能精准拿捏。章宇与宋佳，贡献了国产银幕上最为独特的情侣戏；而章宇与王砚辉三度合作，出神入化的演绎出被权力压迫扭曲变形的父子。这部电影最打动我的是，当下社会不可言说的无形压迫，让我们每个身处其中的人都无法喘息。而宋浩灰色人生唯一的温暖是潘晓霜，宋浩最后“干净的死了”，这个世界，或许还有“干净的可能”。,4
770,郭连凯,15,一个被替代的“优等生”的悲惨一生。是相当，相当有质感的华语犯罪类型片了，剧情一直拒绝套路，全程以出乎观众意料的方式高速行进着，直至最后收于“风平浪静”，表演上章宇当然不用多说，宋佳的张弛有度给我最大惊喜，应该是华语银幕上难得一见的女性形象了，另外还有早就在关注的邓恩熙，和章宇的那场声控灯戏贡献了难得的视听体验。总之，11月6日，值得看。,4
771,珠我好运,10,剧情走向，人物动机，哪哪都有问题，太尴尬了，还好有演员过硬的演技撑住了全场（李演的太浮夸了）。导演和编剧真的要好好反思一下。,3
772,Enlightening,10,剧本堪称灾难，恐怕受过最基本的剧作法本科训练的学生写出来的剧本都要比《风平浪静》好，陈旧老套的悬疑故事，突兀的关键情节点，全程缺席的人物动机，再有力的表演、再精致的视听也让人不忍卒视。几位定期组织观影团的电影自媒体齐刷刷的四星和让人无比尴尬的评论，让人对中国非学院影评的未来感到绝望。,2
773,Roc™,0,剧情，尤其是结尾有些楞，其他都挺好的，尤其是王砚辉的演技。,4
774,Luc,75,一场因意外命案引发的时代悲剧，观之让人百味杂陈，惋惜、愤怒，也多了份伤感。章宇饰演的男主角宋浩太令人同情了，原本拥有大好前程的他，却要背负一生的罪责。章宇内敛的表演中藏着坚韧，与宋佳的爱情是全片中最浪漫的章节，可偏偏转瞬即逝，家庭的温暖也被权力肆意扯碎，一次又一次，甚至连父爱都是扭曲的，导演只能站在弱势者一边，渴望爱情的抚慰。,4
775,大海里的针,9,剧本很强，一开始会觉得有点扯，后来想到了“操场埋尸案”，突然觉得一点都不扯，太他妈真实了！章宇在这部戏的表现很内敛，但是跟王研辉老师对戏明显还是被压一头。,4
776,子戈,13,"（1）开场不错，后劲不足。
（2）尺度有一些，涉及高考保送名额顶替、官商勾结、强拆等敏感话题。
（3）主线故事：一个人能够背负着巨大的秘密，过表面太平的生活？
（4）归根结底，所有悲剧源于“保送名额被顶替”，这是原罪，才牵扯出后续的一连串悲剧。父亲沦为白手套，儿子远走他乡避难。
（5）导演善于利用特殊空间做戏，印象深的有三处。①废墟重逢，重逢是好，但废墟是真；②楼道里，声控灯忽明忽暗，男女间危险的暧昧；③高速收费站，一走一留，爱情在这里发生；
（6）比较亮点的是，父亲这个角色，挺复杂。他才是全片最大反派，爱与自私并存。联想起李霄峰导演前作《少女哪吒》，这部可看作“少年哪吒”，看他如何剔骨还父；
（7）导演李霄峰进步明显。但他过于迷恋奇情，依赖戏剧性，导致剧本总给人牵强赴会的感觉。",3
777,北岛淳子,17,穿白色制服的小宋佳跟《重庆森林》里的王靖雯一样美；李鸿其可能是国内最适合演病娇的演员。浮夸的表演看似不怎么容易让人信服，但纵观全局，从调度和整体角度看又似乎不是什么大问题。更何况贡献了两场很有创造性的镜头组，邮轮上的霓虹与烟花照射出人性的光怪陆离，感觉梦回“风雨云”。李霄峰走向成熟的一部作品，在犯罪类型上区别于以往的国内导演，让人眼前一亮。,4
778,当天卤,18,"#SIFF#映后见面会有幸抢到提问话筒，我问邓恩熙妹妹：你觉得《大象》里的章宇更帅还是《风平浪静》里的章宇更帅？邓恩熙：我觉得《无名之辈》里的章宇更帅。
哈哈哈哈哈好吧。电影本身的剧情和风格有些像《风雨云》，多风雨、多暗处、官商勾结搞出人命等等元素有相似的地方。但是导演的功力又比娄烨差一些，所以只能算是一部还可以的电影。",4
779,居无间,11,基础故事和人物动机没做好，还非要文艺着形而上。补刀杀人和哪吒削骨还父，两场最重要的戏，匪夷所思，前者底盘没打牢，后者自然成了无本之末。可惜了章宇和宋佳的表演。,2
780,┢落┦,17,平遥电影节。完全沉迷于所谓的作者性和导演表达，剧本非常欠打磨，演员的表演也完全不统一，人物没有合理性，引发爆笑的桥段比比皆是。但还是能看到导演的才能吧，希望他以后可以适度放低自己的存在感。,2
781,莎拉芭奇,13,1.和吴谢宇、《阳光普照》里的许光汉是不同方向的优等生破碎。但应该避免用“准清北生”（且全校唯一）给予角色弧光，沉闷、讷言外，聪慧（哪怕只适用于应试的聪慧）、骄傲反而缺少“反向”交代。2.对自我放逐的十五年语焉不详，恪守戒律清规的品格找不到合理支撑。,3
782,德卡的羊,17,45/100，整体故事情节还算能接受，但第一幕各种细节莫名其妙到我以为是场闹剧，第二幕写得像尴尬喜剧。与影片试图表达的主题完全割裂。每当调度看上去开始做造型感准备起范了，这令人发指的戏剧都能把一切拉回谷底，每一句台词都不是正常人能想出来的。。。第三幕是已经编不下去了吧，直接放弃治疗一般引向死亡。编导真的关心人物吗？不顾逻辑、罔顾现实，只能说从视听表现上有零星佳句了。,2
783,HAL,10,都给表演吧，剧本太烂了，漏洞不赘述了，有很多帖子都分析过了。我是觉得宋佳章宇和李鸿其的表演风格差别太大都接不住了。李鸿其还是台湾那一套，在台湾片里不违和，在内地片就不行。宋佳和章宇的叔嫂感太重了，不像同学像斯托克。章宇的表演走内敛型，应该找黄璐跟他搭，留小宋佳的话我觉得得找朱亚文这个年龄段的合适。,2
784,史泰登王子迷宫,13,这是给了章宇多少片酬..,1
785,蹦擦擦,19,很难想象导演是如何将高考保送被顶替的优等生与凶杀案结合在一起。这种现实的犯罪电影不禁让人一颤。但仔细想想现实远比电影更加魔幻。主人公宋浩身上也映射了我们每一个普通人的影子。,5
786,Lopoulos,12,e……一言难尽的三星。作为主角的章宇29分钟才从烟尘弥漫中走出来，通过接电话自报家门告诉了观众他就是前面的中学生长大了（如此生硬的成长也是少见），李鸿其不知道是在模仿姜紫成还是小丑……前面的1小时30分钟属于那种拍了不知道有啥意义的故事，但起码画面和表演拍的还有模有样，应该能给三四星吧，结果突如其来一场旱地拔葱的高潮戏直接拉到了两三星……行吧，就三星吧。,3
787,＃巽＃,7,3.5吧，和南方车站一样，影音风格我非常喜欢，但实在太泛滥了，什么时候年轻代的国内导演学会克制自己过度的表达欲和技法上的小机巧，可能就成了。演员好，宋佳那场七八遍的“祝您一路顺风”可以当作教科书了。故事则有种在看跳线的章回体的感觉，因为镜头只追着男主，其余人物都成了只有切片的工具。至于结局，怎么说呢，韩国的同类片里，主角对抗的力量可能更大，更绝望，但都尚有匹夫之怒，血溅五步的勇武。而我们，只能匹夫之怒，自己憋着。这种极度的憋屈压抑，倒也是现实主义了……,4
788,刘十九,11,看过这部影片之后更能确信：对于犯罪者来说，逃跑后的15年每一天都过得提心吊胆，没有一天能风平浪静。这套演员阵容码的太可以了，李鸿其每个角色气质都不一样，我爱这个男人！章宇和小宋佳的cp是最性感的姐姐*小狼狗，十分之有荷尔蒙和带感。,4
789,顗礼,8,单场戏有可圈可点的地方，组合在一起却像是缺乏了润滑剂的齿轮那般拧巴，叙事逻辑坍塌/人物关系割裂/视角选取混乱都让文本的可信度大打折扣，诚然这些“洞”在一定程度上被表演（李鸿其太出戏除外）与摄影进行了填补，最终的成片也绝对不是这个项目能被执行出的最佳结果，作为导演的李霄峰当然要负直接责任,3
790,野蒜,10,2020等到的第一部国产犯罪片，在今年惨淡的影视大海中堪比灯塔，其实本质是部爱情片。好久不见章宇，以为他演的野生凶猛的角色，结果懦弱了大半部电影，和宋佳的感情戏倒是全片最好看的部分。王砚辉是犯罪片标配，叶青依旧漂亮。就算片名叫风平浪静你都能猜到其中暗潮有多汹涌。,4
791,爱影如你,21,父不知子子不知父，章宇和王砚辉演出了最典型的中国式矛盾父子。,5
792,判官,5,还行吧，万恶的父权强权人权啥的，导大于编。少女熟女官二代都想着法子扑倒章宇，谁不想呢？ps：现场就没一个人问李鸿其演得到底是不是gay，气死我了！,4
793,王写写,15,无聊尴尬至极。人物都没有灵魂，是已经出卖掉了吗？,1
794,Enjolras,7,李霄峰作品特点：演员是亮点、画面有质感、故事很拉胯。这片故事底子不错，但影片却一直在东拉西扯、断线重连。说两点比较好的吧，一是宋佳和章宇的对手戏。其实两人极不来电的情感戏份一开始还有些尴尬，但这种尴尬最终竟然能够演绎出一种蹩脚的浪漫，甚至成为了全片最好看的部分，这不得不说是得益于两位演员出色的表演。宋佳引导着这场女追男的情感戏，两人从尬到不忍直视到干柴烈火，是真真地“睡服”了章宇，而章宇则塑造了一个内向的、有点性感的、还有点禁欲系的男人形象，相比他以往的角色又有了一些突破，不简单。另一个则是李霄峰一直以来对摄影和画面的要求，很有质感，他在用光方面尤其动心思，比如片中章宇和邓恩熙在楼道中的戏份，声控感应灯随着两人的对话一明一暗，完美地契合了人物的心理状态和情感爆发，效果很不错，挺聪明的玩法。,3
795,皮革业,6,约会戏拍出了考利斯马基感，火柴女工爱上没有过去的人。,4
